	Aylor_TCDD_Female_adult	Bartolomei_BPA10mg_Female_adult	Bartolomei_BPA10ug_Female_adult	Biswal_PM2.5_Female_adult	Dolinoy_Pb_Female_adult	Dolinoy_DEHP_Female_adult	Mutlu_PM2.5_Female_adult	Zhibin_As_Female_adult	Walker_TBT_Female_adt	num
Prickle1	0	-1.138890393	0	1.132173484	0	0	0	0	0	2
Prkaca	0	0	-0.62709184	0.85808048	0	0	0	0	0	2
Prkca	0	-1.062400191	0	1.623056616	0	0	0	0	0	2
Prkcg	0	0.786515768	0	-0.744707261	0	0	0	0	0	2
Prkg1	0	-2.332837894	0	1.931688194	0	0	0	0	0	2
Prmt2	0	0	-0.666728193	1.486382891	0	0	0	0	0	2
Prodh	0	0.933975163	0	0	0	0	0	-0.954601689	0	2
Pros1	0	0	-0.769068972	1.803152628	0	0	0	0	0	2
Prr11	1.132537448	-1.115128424	0	0	0	0	0	0	0	2
Prr12	0	0	0	0	0	0	0	-0.610385716	0.983679687	2
Prr33	0	0	0	1.126573577	0	0	0	0	-1.397774527	2
Prr5	0	0.615921315	0	-0.597306745	0	0	0	0	0	2
Prrg2	0	0	-0.758361099	0.914804571	0	0	0	0	0	2
Prrt1	0.888933709	0	0	0	0	0	0	0	-1.215043165	2
Prss36	0	1.017329603	0.672293369	0	0	0	0	0	0	2
Prx	0	0	0	1.013152884	0	0	0	0	-1.137152708	2
Psd	0	0	0	-0.94500564	0	0	0	0	-1.552384769	2
Psd2	0	-1.264076544	0	0.852528131	0	0	0	0	0	2
Psmb10	0	0.793705154	0	0	0	0	0	0	-0.590400418	2
Psmb3	0	0.65580292	0	0	0	0	0	0	-0.644250565	2
Ptger2	0	0	0	0	0	0	-0.657699702	0	-0.643682759	2
Ptgir	0	-0.633637659	0	1.110715139	0	0	0	0	0	2
Ptgs1	0	0	-1.080312006	1.726392213	0	0	0	0	0	2
Ptms	0	0	-0.872922772	1.273766671	0	0	0	0	0	2
Ptpmt1	0	1.497191786	0.627061531	0	0	0	0	0	0	2
Ptpn18	0	0	-0.742432183	1.093437454	0	0	0	0	0	2
Ptpn4	0	-1.372815814	0	-1.04491983	0	0	0	0	0	2
Ptprb	0	-1.617001747	0	0	0	0	0	0	1.462088377	2
Ptprs	0	0.598296251	0	0	0	0	0	-0.755215304	0	2
Pvt1	0	0.71820334	0	-0.678221506	0	0	0	0	0	2
Pyroxd2	0	-0.856290602	-1.004085244	0	0	0	0	0	0	2
R3hdm2	0	-0.637582702	0	0	0	0	0	0	1.044159966	2
Rab10	0	-0.647538911	0	0.706318014	0	0	0	0	0	2
Rab11a	0	0	-0.753108675	0.935961897	0	0	0	0	0	2
Rab11fip5	0	1.169112872	0	0	0	0	0	0	-0.712631917	2
Rab18	0	0	0	0.66952577	0	0	0	0	0.811628442	2
Rab22a	0	-0.885630781	0	1.295321788	0	0	0	0	0	2
Rab26os	0	1.243336332	0	0	0	0	0	0	-1.061380458	2
Rab2b	0	-0.859265782	0	0	0	0	0	0	0.614149866	2
Rab37	0	-0.942151277	0	1.097885449	0	0	0	0	0	2
Rab44	0	0	-1.065751569	0	0	0	0	0	-0.769410674	2
Rab6a	0	-0.656336235	0	0.914680911	0	0	0	0	0	2
Rab7b	0	1.459803711	0.884810738	0	0	0	0	0	0	2
Rab8b	0	-0.771331637	0	0.618058855	0	0	0	0	0	2
Rac3	0	0	0	0	0	0	0	1.039243576	-1.09499939	2
Rad18	0	-0.811678759	0	-0.654831512	0	0	0	0	0	2
Rag1	0	0	0	-3.050540322	0	0	0	0	-2.430322076	2
Rai14	0	0.949322975	0	-1.749917511	0	0	0	0	0	2
Ralgapa2	0	-0.775896338	0	0.774577152	0	0	0	0	0	2
Ralgds	0	0.664121805	0	0	0	0	0	-0.79882383	0	2
Ramp1	0	0	-1.029944509	1.189505218	0	0	0	0	0	2
Ramp3	0	1.011908507	0	0	0	0	0	0	-1.767232142	2
Rap1a	0	0	0	0.629061354	0	0	0	0	0.58712226	2
Rap1b	0	-0.860816068	0	0.78260501	0	0	0	0	0	2
Rap1gap	0	1.383936971	0	-1.050528081	0	0	0	0	0	2
Rap2c	0	-0.741090718	0	0	0	0	0	0.625315184	0	2
Rasgrf2	0	-1.178467236	0	0.89832525	0	0	0	0	0	2
Rasgrp2	0	-0.592141781	0	0.981102016	0	0	0	0	0	2
Rb1	0	-0.887123849	0	0	0	0	0	0	0.693877309	2
Rbbp9	0	-0.900210078	0	0	0	0	0	0	0.66398965	2
Rbm41	0	-1.08206453	0	-0.760238018	0	0	0	0	0	2
Rcc1l	0	0.863986763	0	0	0	0	0	0	-0.709314388	2
Reln	0	-0.968969662	0	-1.056869738	0	0	0	0	0	2
Rgcc	0	0.713148508	0	0	0	0	0	0	-0.804287456	2
Rgs9	0	0	-1.199826116	1.571222093	0	0	0	0	0	2
Rhbdd3	0	1.210372495	0.7756032	0	0	0	0	0	0	2
Rit1	0	0	-0.855582589	1.288595248	0	0	0	0	0	2
Rmi2	0	0	0	0	0	0	0	0.877565917	-0.728008325	2
Rnase4	0	0.712128751	0	0	0	0	0	0	0.767093285	2
Rnf125	0	-0.919837465	0	1.031824904	0	0	0	0	0	2
Rnf128	0	0	-0.654331995	0.757255225	0	0	0	0	0	2
Rnf150	0	0	0	0.729863701	0	0	0	0	0.72742677	2
Rnf38	0	-0.883276526	0	0.79831177	0	0	0	0	0	2
Rnf43	0.669600908	0	0	0.740263301	0	0	0	0	0	2
Rngtt	0	-0.756677731	0	1.115037333	0	0	0	0	0	2
Rp2	0	-1.161334721	0	0.986861392	0	0	0	0	0	2
Rpgrip1l	0	-0.781585718	0	1.35311741	0	0	0	0	0	2
Rpl10a	0	0.739097893	0	0	0	0	0	0	-0.602815196	2
Rpl17-ps10	-1.154231953	0	0	0	0	0	0	0	-1.059907618	2
Rpl22l1	0	0.912348407	0	0	0	0	0	1.150975585	0	2
Rpl24	0	1.184759511	0	0	0	0	0	0	-0.895292133	2
Rpl3-ps1	0	0.641028889	0	0	0	0	0	0	-1.258444919	2
Rpl39	0	0.9601822	0	0	0	0	0	0.918450597	0	2
Rpp38	0	0.612172364	0	-0.651076036	0	0	0	0	0	2
Rps10-ps1	0	0	0	0.664618627	0	0	0	0	-0.682382016	2
Rps15-ps2	0	1.133945888	0	0	0	0	0	0	-0.729597115	2
Rps15a	0	0.855539269	0	0	0	0	0	0.613777732	0	2
Rps15a-ps7	0	0.825603629	0	0	1.207738597	0	0	0	0	2
Rps18	0	1.15510291	0	0	0	0	0	0	-0.633848086	2
Rps19	0	1.217045382	0	0	0	0	0	0.816486553	0	2
Rps19-ps6	0	1.476987445	0	0	0	0	0	0	-1.035075719	2
Rps24-ps3	0	0.805256881	0	0	0.703131214	0	0	0	0	2
Rps25	0	1.056650882	0	0	0	0	0	0.633395899	0	2
Rps25-ps1	0	0	0	0	0	0	0	0.903228064	-0.922209025	2
Rps26-ps1	0	1.086378802	0	0	1.207523198	0	0	0	0	2
Rps27	0	1.156139629	0	0	0	0	0	0.929751634	0	2
Rps27l	0	1.426540021	0	0	0	0	0	0.693641274	0	2
Rps4x	0	0.71045221	0	0	0	0	0	0	-0.692213366	2
Rps4x-ps	0	0	0	0	1.343807959	1.182627929	0	0	0	2
Rps6ka2	0	-0.983021754	-0.631158172	0	0	0	0	0	0	2
Rpsa-ps10	0	1.260114975	0	0	0	0	0	0	-0.641030052	2
Rpusd3	0	1.084186556	0	0	0	0	0	0	-0.605709416	2
Rspry1	0	-0.715102203	0	0.735044353	0	0	0	0	0	2
Rtl8b	0	0.924067143	0	0	0	0	0	0	-0.842564948	2
Rufy4	0	0	-1.192808308	-0.930701125	0	0	0	0	0	2
Rundc3b	0	-1.660214538	0	0	0	0	0	0	-0.936106108	2
Runx2	0	-0.878448643	0	0	0	0	0	0	0.722757639	2
Rwdd2a	0	0.658383004	0	0	0	0	0	0	-0.775225094	2
Ryr1	0	1.310890589	0.764670077	0	0	0	0	0	0	2
S100a10	0	0	-0.611747212	1.209420152	0	0	0	0	0	2
S100a13	0	0.595464252	0	0.712944736	0	0	0	0	0	2
S100a6	0	1.958044336	0	0	0	0	0	0	-0.780827727	2
S100a9	0	0	-1.156572341	-1.901379107	0	0	0	0	0	2
Samd1	0	0.784088625	0	0.75360091	0	0	0	0	0	2
Samd3	0.902758728	-1.050036753	0	0	0	0	0	0	0	2
Sap30l	0	0	-0.767648858	1.023795388	0	0	0	0	0	2
Sardh	0	0	-0.979363717	1.879486551	0	0	0	0	0	2
Sbk1	0	0.642901823	0	-0.795540497	0	0	0	0	0	2
Scand1	0	1.026983938	0	0	0	0	0.726638076	0	0	2
Sccpdh	0	0	0	-1.209284904	0	0	0	0	-0.871362801	2
Scgb1c1	0	-1.503968379	0	1.665101324	0	0	0	0	0	2
Scn1b	0	1.396305071	0	0	0	0	0	0	-1.275384418	2
Scn2b	0	0.955889405	0.901609954	0	0	0	0	0	0	2
Scnn1a	0	-1.019795006	-1.297451116	0	0	0	0	0	0	2
Scp2-ps2	0	0	0	0.742700946	0	0	0	0	1.40685682	2
Sdc3	0	1.276039677	0.875486116	0	0	0	0	0	0	2
Sdcbp	0	-0.883262456	0	0.925809568	0	0	0	0	0	2
Sec23a	0	-0.585367608	0	0	0	0	0	0	0.658317093	2
Selenoh	0	0	0	0	0	0	0	0.622614555	-0.68497851	2
Selenom	0	0	0	0.816772103	0	0	0	0	0.849625033	2
Sema4c	0.837984557	0	0	0.884828496	0	0	0	0	0	2
Sema4f	0	-0.876282806	0	0	0	0	0	0	-0.806196936	2
5-Sep	0	-1.080756447	-1.215936769	0	0	0	0	0	0	2
Serac1	0	-0.657642212	0	-0.76068401	0	0	0	0	0	2
Serf2	0	0	-0.821313426	1.187663277	0	0	0	0	0	2
Serinc1	0	-1.097559637	0	0	0	0	0	0	0.87225293	2
Serinc5	0	-0.719945674	0	-0.854036033	0	0	0	0	0	2
Serpina3k	0	0	-2.648296326	-2.223178319	0	0	0	0	0	2
Serpinb6a	0	0	-1.170307948	1.622077204	0	0	0	0	0	2
Setmar	0	0	0	0.655494748	0	0	0	0	-0.78542035	2
Sfmbt2	0	-1.188972238	0	-0.907593721	0	0	0	0	0	2
Sh3d19	0	0	0	0.936570408	0	0	0	0	0.767205474	2
Shank1	0	0	0	-0.724628751	0	0	0	0	0.669398163	2
Shisa8	0	0	0	-1.528091075	0	0	0	0	-1.309074446	2
Shroom4	0	-2.815738333	0	2.751362861	0	0	0	0	0	2
Shtn1	0	0.752190459	0	0	0	0	0	0	0.585731354	2
Siglece	0	-0.942514512	-1.391437476	0	0	0	0	0	0	2
Sik1	0	0.621817263	0	-0.704154057	0	0	0	0	0	2
Sirpb1c	0	-0.966787783	0	0	0	0	0	0.941226495	0	2
Skint3	0	0	0	0	0	0	0	0.83691263	0.623278356	2
Sla2	0	0	0	0.709412263	0	0	0	0	-0.696030914	2
Slain2	0	-0.685216098	0	0.665887935	0	0	0	0	0	2
Slamf9	0	1.506725405	0	0	0	0	0	0	-0.739450807	2
Slc24a5	0	-1.398722536	0	2.105317785	0	0	0	0	0	2
Slc25a10	0	0	-0.936052777	1.16974281	0	0	0	0	0	2
Slc25a24	0	-0.599313615	0	0.60763211	0	0	0	0	0	2
Slc25a29	0	0	0	0	0	0	0	0.682691924	-1.267046663	2
Slc30a4	0	-0.821345051	0	-0.66874655	0	0	0	0	0	2
Slc35g1	0	-1.241198846	0	-0.690580898	0	0	0	0	0	2
Slc39a6	0	-0.805344883	0	0.906579007	0	0	0	0	0	2
Slc4a8	0	0	0	-0.650118079	0	0	0	-0.665394893	0	2
Slc52a3	0	0.942748056	0	0	0	0	0	0	-1.020724832	2
Slc5a11	0	-0.855285266	0	-0.958492963	0	0	0	0	0	2
Slc7a8	0	0.592810182	0	0	0	0	0	0	0.917328152	2
Slc8a1	0	-1.058328544	0	0	0	0	0	0	0.776378178	2
Slco3a1	0	0	-0.638939491	0.866658281	0	0	0	0	0	2
Slirp	0	0.652751071	0	0	0	0	0	0.725108069	0	2
Slpi	0	1.895306158	0	0	0	0	0	0	-1.033479427	2
Smap1	0	0	0	0.891097979	0	0	0	0	0.789779724	2
Smarcd3	0	0	0	2.075511048	0	0	0	0	-0.987182278	2
Smco4	0	0.912464541	0	0	0	0	0	0	-0.609877466	2
Smdt1	0	0	-0.744989531	0.812776396	0	0	0	0	0	2
Smim1	0	0	-1.119068239	2.669194648	0	0	0	0	0	2
Smim13	0	-0.651443109	0	0.764892447	0	0	0	0	0	2
Smim5	0	1.015570517	0	0	0	0	0	0.784895455	0	2
Smkr-ps	0	1.088600809	0	2.07540189	0	0	0	0	0	2
Smpd3	0	0	0	-0.904590872	0	0	0	0	-1.244054136	2
Smurf2	0	-0.960355985	0	0.774432106	0	0	0	0	0	2
Smyd2	0	0	0	-0.897465243	0	0	0	0	-0.968744196	2
Snhg1	0	0.749780778	0	0	0	0	0	0.717661571	0	2
Snhg10	0	0	0	0.814404217	0	0	0	0.687655665	0	2
Snrpe	0	0.956099402	0	0	0	0	0	0.593361125	0	2
Sntb1	0	-1.100593203	0	1.143424326	0	0	0	0	0	2
Snx10	0	-0.666543519	0	0.848817715	0	0	0	0	0	2
Soat2	1.117917049	0	0	0	0	0	-0.770915988	0	0	2
Socs2	1.243195838	0	0	0	0	0	0	0	-1.797228174	2
Sorl1	0	-0.839888581	0	-0.606134288	0	0	0	0	0	2
Sort1	0	-0.889641396	0	0.66949343	0	0	0	0	0	2
Sox5	0	1.376128349	0	-1.488101763	0	0	0	0	0	2
Spa17	0	0	-1.603222007	2.337650731	0	0	0	0	0	2
Spdl1	0	0	0	-0.659494395	0	0	0	-0.720970677	0	2
Spic	0	0	0	0.623733927	0	0	0	0	0.710553191	2
Spon1	0	0	0	0	0	0	0	2.07235959	1.676329804	2
Spr	0	0.615789291	0	0	0	0	0	0	-0.637093447	2
Spred2	0	-0.764157189	0	0.678503612	0	0	0	0	0	2
Sptb	0	-0.986020352	0	1.665292192	0	0	0	0	0	2
Srgap3	0	-0.617756663	0	1.595858119	0	0	0	0	0	2
Srm	0	1.195951001	0	0	0	0	0	0	-0.667453029	2
Srpk3	0	0.753108759	0	-0.715469471	0	0	0	0	0	2
Ssbp3	0	0	0	1.17432434	0	0	0	0	0.631168291	2
St3gal2	0	0	0	0.791855174	0	0	0	0	0.784586576	2
St5	0.618251486	0	0	1.046328735	0	0	0	0	0	2
St6galnac3	0	-0.676273441	0	0.70189859	0	0	0	0	0	2
St7	0	0	-0.634321423	0.997832332	0	0	0	0	0	2
Stac2	0	0	0	-0.621339352	0	0	0	0	0.606410146	2
Stam	0	-0.715406194	0	0	0	0	0	0	0.615284258	2
Stfa2l1	0	0	-1.458484963	-1.63795231	0	0	0	0	0	2
Stx2	0	0	-0.598345189	0.958800468	0	0	0	0	0	2
Stxbp1	0	0	0	-0.937763383	0	0	0	-0.717511357	0	2
Stxbp5	0	-0.965357011	0	1.210745523	0	0	0	0	0	2
Sulf2	0.605928398	-0.987248305	0	0	0	0	0	0	0	2
Sult1a1	0	1.488674328	0	-2.016984849	0	0	0	0	0	2
Syn1	0	0	0	1.448651376	0	0	0	0	0.916402673	2
Sytl2	0.891005996	-1.249196924	0	0	0	0	0	0	0	2
Tab2	0	-0.636687211	0	0	0	0	0	0	0.68456234	2
Tab3	0	-0.92832141	0	0	0	0	0	0	0.815385882	2
Tanc1	0	-0.824257881	0	0.70562059	0	0	0	0	0	2
Tanc2	0	0	0	1.070060604	0	0	0	0	0.69065339	2
Tax1bp3	0	0	-0.728746618	1.121199886	0	0	0	0	0	2
Tbc1d12	0	0.65045227	0	0	0	0	0	0	0.586069405	2
Tbc1d2	0	-0.648921225	-0.753905092	0	0	0	0	0	0	2
Tbc1d9	0	0.625477962	0.586760826	0	0	0	0	0	0	2
Tcf4	0	0.852295985	0.656095654	0	0	0	0	0	0	2
Tcn2	0	1.013507414	0	0	0	0	0	0	-0.607726107	2
Tcrg-C1	0.985360557	0	0	0	0	0	0	0	-1.808335538	2
Tcrg-C2	0.973973099	0	0	0	0	0	0	0	-1.753164952	2
Tcrg-C4	0	-1.038779678	0	0	0	0	0	0	-1.128463419	2
Tecpr2	0	0	0	0.609747722	0	0	0	-0.64487773	0	2
Tenm4	0	0	0.807196245	0	0	0	0	0	0.732375456	2
Tent4b	0	-1.248887091	0	1.224114411	0	0	0	0	0	2
Tent5a	0	1.078322921	0.643413312	0	0	0	0	0	0	2
Tg	0	0	-0.992429043	1.785420817	0	0	0	0	0	2
Tgfbr3l	0	0	0.625237673	-0.824793256	0	0	0	0	0	2
Tgif2	0	0	0	-0.597058742	0	0	0	0	-0.746204105	2
Tgtp1	0	-1.387269855	0	-0.861461482	0	0	0	0	0	2
Thbs1	0	-1.276899488	0	1.749118827	0	0	0	0	0	2
Themis	0	-0.861120101	0	0.649790822	0	0	0	0	0	2
Thop1	0	0.812164643	0	-0.648973661	0	0	0	0	0	2
Ticam2	0	0	0.784604893	0	0	0	0	0	0.737930334	2
Timm13	0	1.154503264	0	0	0	0	0	0	-0.616747552	2
Timp3	0	-1.991424279	0	1.78155974	0	0	0	0	0	2
Tlk1	0	-1.080973756	0	0.939186141	0	0	0	0	0	2
Tlr7	0	-0.625157259	0	0	0	0	0	0	0.702480826	2
Tlr8	0	-1.769939384	0	0	-0.666376259	0	0	0	0	2
Tma7	0	0.843882172	0	0.631987522	0	0	0	0	0	2
Tmed1	0	0.596766187	0	0	0	0	0	0	-0.640017597	2
Tmem106c	0	0.706478448	0	0	0	0	0	0	-0.612633269	2
Tmem123	0	-0.608388547	0	0.741581357	0	0	0	0	0	2
Tmem141	0	1.726890629	0	0	0	0	0	0	-0.948677474	2
Tmem160	0	0.886501451	0	0.658818673	0	0	0	0	0	2
Tmem167b	0	-0.604462144	0	0.622988192	0	0	0	0	0	2
Tmem170b	0	-0.656955098	0	0.670819067	0	0	0	0	0	2
Tmem202	0	0	-1.018821325	1.999503044	0	0	0	0	0	2
Tmem205	0	1.164754243	0	0	0	0	0	0.84769696	0	2
Tmem218	0	0.595832616	0	0	0	0	0	0	-0.714319428	2
Tmem245	0	-0.876507428	0	0.94059905	0	0	0	0	0	2
Tmem26	0	-1.60324789	0	0	0	0	0	0	0.672604811	2
Tmem273	2.026389628	0	0	0	0	0	0	0	-1.472143682	2
Tmem42	0	0.847413478	0	0	0	0	0	0	-0.667465311	2
Tmsb4x	0	0	-1.120031719	0.833158365	0	0	0	0	0	2
Tmtc4	0	-1.299843643	0	0.813400571	0	0	0	0	0	2
Tnfrsf14	0	0	0	0	0.687268599	0	0	0	0.605987575	2
Tnfrsf19	0	0	0	-1.613206584	0	0	0	0	-0.982183315	2
Tnfrsf8	0	2.090480491	0	0	0	0	0	0	-0.772174278	2
Tnfsf12	0	0.64176849	0	0.811846469	0	0	0	0	0	2
Tnni2	0	0	-0.815297234	0	0	0	0	0	-0.826637859	2
Tomm7	0	0.983001004	0	0.649296122	0	0	0	0	0	2
Tpi1	0	0	-0.889084778	0.918055286	0	0	0	0	0	2
Tpk1	0	0	0	-0.5899678	0	0	0	0	0.621575099	2
Tpm1	0	0	-0.802551619	1.310541685	0	0	0	0	0	2
Tppp	0	0	0	0	0	0	0	-1.79286359	-1.354110614	2
Tppp3	0	2.170539597	0	0	0	0	0	0	-1.740304686	2
Tpt1-ps3	0	0	-0.608539375	0.642556506	0	0	0	0	0	2
Trac	0	-0.686848911	0	0	0	0	0	0	-1.273248547	2
Traip	0	0.862555377	0	0	0	0	0	0	0.691633643	2
Trbj1-3	0	-1.221096299	0	0	0	0	0	0	-0.895733169	2
Trbj1-5	0.670940943	-0.919561889	0	0	0	0	0	0	0	2
Trbj2-7	0	-1.088997864	0	0	0	0	0	0	-0.875177476	2
Trbv12-2	0	-0.881422079	0	0	0	0	0	0	-0.940680236	2
Trbv2	0	-1.007001688	0	1.250690411	0	0	0	0	0	2
Trbv20	0	-1.333488309	0	0	0	0	0	0	-1.236783549	2
Trbv26	0	-1.100592878	0	0	0	0	0	0	-1.089883456	2
Trbv3	0	-0.788646509	0	0	0	0	0	0	-0.889807187	2
Trem1	0	-0.873784464	-0.878546587	0	0	0	0	0	0	2
Triap1	0	0	-0.655880866	1.156683812	0	0	0	0	0	2
Trim34b	0	-0.746992791	0	-0.707672379	0	0	0	0	0	2
Trmt112	0	0.624450138	0	0	0	0	0	0	-0.673493877	2
Trp53i11	0	0.653782309	0	-0.815068815	0	0	0	0	0	2
Trpv4	0	1.043960422	0	0	0	0	0	0	0.867697594	2
Tst	0	0	-1.051947735	0.822861232	0	0	0	0	0	2
Ttc7b	0	-0.888572977	0	0.648326933	0	0	0	0	0	2
Ttyh3	0	-0.730002789	-0.591671676	0	0	0	0	0	0	2
Tuba1a	0	0	-0.806083082	1.08407255	0	0	0	0	0	2
Tube1	0	1.193910311	0.827054116	0	0	0	0	0	0	2
Tut4	0	0	0	-0.594780571	0	0	0	0	0.784866226	2
Ubash3a	0	-0.930883471	0	0	0	0	0	0	-0.641674005	2
Ube2v1	0	-0.799417576	0	1.266126145	0	0	0	0	0	2
Ubqln2	0	-0.752175881	0	0.596486557	0	0	0	0	0	2
Ubr3	0	-0.621010978	0	0	0	0	0	0	0.799297176	2
Ubxn11	0	0.843692698	0.597531902	0	0	0	0	0	0	2
Ubxn2a	0	0	0	0.807320815	0	0	0	0	0.633830411	2
Ubxn6	0	0	-0.698089944	0.709688308	0	0	0	0	0	2
Unc93b1	0	0.862776574	0	-0.745697733	0	0	0	0	0	2
Upp1	0	0	-1.32300218	0.843172708	0	0	0	0	0	2
Uprt	0	-1.014499127	0	0	0	0	0	0	0.715281064	2
Uqcr11	0	0.883426614	0	0.954853336	0	0	0	0	0	2
Uqcrq	0	0.912547431	0	0.592487596	0	0	0	0	0	2
Usf3	0	-0.610189469	0	0	0	0	0	0	0.61141467	2
Usmg5	0	0.631547468	0	0.658896509	0	0	0	0	0	2
Usp25	0	-0.913450501	0	0	0	0	0	0	0.651703197	2
Usp31	0	-0.923233683	0	0.788364392	0	0	0	0	0	2
Usp45	0	-0.847939615	0	0	0	0	0	0	0.850788988	2
Usp53	0	-0.715140279	0	-0.612630675	0	0	0	0	0	2
Ust	0	0	0	1.028607698	0	0	0	0	-0.745182052	2
Vat1	0	0.649562689	0	0.668403319	0	0	0	0	0	2
Vcan	0	0	0	0	0	0	0	1.879486232	2.219113694	2
Vcp-rs	0	0	0	1.126662234	0	0	0	0	0.763213573	2
Vcpip1	0	-0.604664066	0	0	0	0	0	0	0.752990106	2
Vdac3-ps1	0	0	-0.968931355	0.799122595	0	0	0	0	0	2
Vill	0	0.936414917	0	0	0	0	0	0.629190314	0	2
Vim	0	0.986807	0	0	0	0	0	0	-0.675943886	2
Vkorc1	0	1.149955568	0	0	0	0	0	0	-0.996553581	2
Vmn2r26	0	2.427312134	0	-3.074332589	0	0	0	0	0	2
Vmn2r84	0	-0.932422244	0	0	0	0	0	0	-1.17892906	2
Vmn2r97	0	0	0	0.76697599	0	0	0	0	-1.422495898	2
Vpreb3	0	0	0	-0.966804945	0	0	0	0	-0.678454278	2
Vps51	0	1.200692961	0.797617831	0	0	0	0	0	0	2
Vsig10l	0	-0.801869086	-0.875917397	0	0	0	0	0	0	2
Wbp1	0	0	-0.874453655	1.505052732	0	0	0	0	0	2
Wdfy3	0	-0.734585012	0	0	0	0	0	0	0.619306159	2
Wdpcp	0	0	-1.156107153	1.636876413	0	0	0	0	0	2
Wdtc1	0	0	-0.611892411	0.667428516	0	0	0	0	0	2
Wfdc17	0	2.044071077	0	0	0	0	0	0	-0.89606892	2
Wfdc21	0	0	-2.086684712	-1.018793928	0	0	0	0	0	2
Wipf3	0	0	0	2.725365823	0	0	0	0	1.198242123	2
Wnt10a	0	0	0	-1.496296355	0	0	1.147701906	0	0	2
Wrb	0	0.648140821	0	0	0	0	0	0	-0.668229887	2
Wwp1	0	-0.859506854	0	0.755828676	0	0	0	0	0	2
Xkr5	0	0	0	0	0	0	0	-1.256774829	-1.15228026	2
Ybx1	0	0	-0.587707667	0.816752356	0	0	0	0	0	2
Ydjc	0	1.438685529	0	0	0	0	0	0	-0.691398723	2
Zap70	0	-0.599604224	0	0	0	0	0	0	-1.034115096	2
Zbtb20	0	0.762961283	0	0	0	0	0	0	0.864924143	2
Zbtb33	0	-1.433013656	0	0	0	0	0	0	0.619517149	2
Zc2hc1a	0	0.999248162	0.714264972	0	0	0	0	0	0	2
Zc3h11a	0	-1.327241123	0	0	0	0	0	0	0.858150277	2
Zc3h6	-0.845218136	0	0	-0.663224033	0	0	0	0	0	2
Zcwpw1	0	1.131921231	0	0	0	0	0	0	-0.677438824	2
Zfp101	0	-0.844252305	0	0.880449164	0	0	0	0	0	2
Zfp169	0	-0.65834898	0	0	0	0	0	-0.630731781	0	2
Zfp219	0	0	-0.735678288	1.188978682	0	0	0	0	0	2
Zfp280c	0	-0.708240194	0	0	0	0	0	0	0.649919405	2
Zfp459	0	0	0	0.625556127	0	0	0	0.635757246	0	2
Zfp524	0	0.791804303	0	0.645856155	0	0	0	0	0	2
Zfp580	-1.021172401	0.896547297	0	0	0	0	0	0	0	2
Zfp606	0	-0.803411638	0	-0.644182381	0	0	0	0	0	2
Zfp619	0	-0.961697473	0	-0.713462361	0	0	0	0	0	2
Zfp688	0	0.625184714	0	0	0	0	0	0	-0.595891777	2
Zfp712	0	-0.913762181	0	-0.714338052	0	0	0	0	0	2
Zfp74	0	-0.587211387	0	-0.612144363	0	0	0	0	0	2
Zfp971	0	-1.229258094	0	0	0	0	0	0	0.766186699	2
Zfr	0	-0.726285864	0	0.932797504	0	0	0	0	0	2
Zfyve9	0	-0.920865626	0	0	0	0	0	0	0.831168441	2
Zpbp2	0	0.857541594	0	-0.740197625	0	0	0	0	0	2
Zscan18	0	0.886044844	0.972251198	0	0	0	0	0	0	2
Zxdb	0	-0.653761693	0	0	0	0	0	0.798401329	0	2
