	AL_TCDD_M_Bl_adt	BA_BPA10mg_M_Bl_adt	BA_BPA10ug_M_Bl_adt	BI_PM2.5_M_Bl_adt	DO_Pb_M_Bl_adt	DO_DEHP_M_Bl_adt	MU_PM2.5_M_Bl_adt	ZB_As_M_Bl_adlt	WK_TBT_M_Bl_adt
Cox6b2	0	0	0	-1.454309433	0	0	0	0	0
Gm12164	0	0	0	-1.460532329	0	0	0	0	0
Gm15952	0	0	0	-1.472624779	0	0	0	0	0
Gm9429	0	0	0	-1.476221796	0	0	0	0	0
Spc24	0	0	0	-1.48167832	0	0	0	0	0
Fgfbp3	0	0	0	-1.497472064	0	0	0	0	0
Crip2	0	0	0	-1.502792725	0	0	0	0	0
Popdc2	0	0	0	-1.516322588	0	0	0	0	0
Samd4	0	0	0	-1.522854043	0	0	0	0	0
Mcpt8	0	0	0	-1.527104803	0	0	0	0	0
Oit3	0	0	0	-1.527833769	0	0	0	0	0
Gm40916	0	0	0	-1.53408348	0	0	0	0	0
Gm4032	0	0	0	-1.558004161	0	0	0	0	0
Gm15915	0	0	0	-1.566449479	0	0	0	0	0
Dusp8	0	0	0	-1.595665353	0	0	0	0	0
Vps25	0	0	0	-1.619472836	0	0	0	0	0
Phospho1	0	0	0	-1.674925381	0	0	0	0	0
Rsph9	0	0	0	-1.703202096	0	0	0	0	0
Uchl1	0	0	0	-1.716498288	0	0	0	0	0
Slc1a4	0	0	0	-1.745529222	0	0	0	0	0
mt-Tw	0	0	0	-1.768643276	0	0	0	0	0
Traip	0	0	0	-1.804673	0	0	0	0	0
Hemgn	0	0	0	-1.823771335	0	0	0	0	0
Bloc1s1	0	0	0	-1.856614425	0	0	0	0	0
AC154279.1	0	0	0	-1.856914018	0	0	0	0	0
Paqr9	0	0	0	-1.861512406	0	0	0	0	0
Fgfrl1	0	0	0	-1.877734412	0	0	0	0	0
Tnk2os	0	0	0	-1.906040967	0	0	0	0	0
Gm28512	0	0	0	-1.922325195	0	0	0	0	0
Ctla2b	0	0	0	-1.975981228	0	0	0	0	0
Itgb2l	0	0	0	-2.052122435	0	0	0	0	0
Reln	0	0	0	-2.121273079	0	0	0	0	0
Ackr1	0	0	0	-2.214334206	0	0	0	0	0
Mir451a	0	0	0	-2.317941671	0	0	0	0	0
Myl2	0	0	0	-2.361355136	0	0	0	0	0
Slc38a5	0	0	0	-2.408408098	0	0	0	0	0
Hbq1a	0	0	0	-2.42491668	0	0	0	0	0
mt-Tl1	0	0	0	-2.695082638	0	0	0	0	0
Gm10286	0	0	0	-2.872003984	0	0	0	0	0
2810021J22Rik	0	0	0	0	-0.586160046	0	0	0	0
Fmr1	0	0	0	0	-0.590452552	0	0	0	0
mt-Co1	0	0	0	0	-0.603860389	0	0	0	0
Vcp-rs	0	0	0	0	-0.605577673	0	0	0	0
Agk	0	0	0	0	-0.608011449	0	0	0	0
Gm14966	0	0	0	0	-0.610396515	0	0	0	0
Dhx32	0	0	0	0	-0.614137588	0	0	0	0
Ubxn2a	0	0	0	0	-0.638095253	0	0	0	0
Togaram1	0	0	0	0	-0.672799828	0	0	0	0
Kdm1b	0	0	0	0	-0.681357238	0	0	0	0
Plk4	0	0	0	0	-0.684645506	0	0	0	0
Il12rb2	0	0	0	0	-0.719482601	0	0	0	0
Tmem26	0	0	0	0	-0.742075659	0	0	0	0
Thtpa	0	0	0	0	-0.768762256	0	0	0	0
Pard6g	0	0	0	0	-0.787809805	0	0	0	0
Tmem184c	0	0	0	0	-0.794688299	0	0	0	0
Gm20604	0	0	0	0	-0.823064815	0	0	0	0
Gnpda1	0	0	0	0	-0.825946814	0	0	0	0
D3Ertd254e	0	0	0	0	-0.828805086	0	0	0	0
Gm28043	0	0	0	0	-0.864935645	0	0	0	0
Fgf13	0	0	0	0	-0.897915876	0	0	0	0
Tet1	0	0	0	0	-0.930671046	0	0	0	0
Pisd-ps2	0	0	0	0	-0.980974709	0	0	0	0
Ighv1-12	0	0	0	0	-1.032341979	0	0	0	0
Gm15590	0	0	0	0	-1.051764915	0	0	0	0
1810062O18Rik	0	0	0	0	-1.141073906	0	0	0	0
Arhgef10	0	0	0	0	-1.216914609	0	0	0	0
Cpeb3	0	0	0	0	-1.223004418	0	0	0	0
E030042O20Rik	0	0	0	0	-1.234748055	0	0	0	0
Dclre1a	0	0	0	0	-1.246746174	0	0	0	0
Gm43305	0	0	0	0	-1.502339899	0	0	0	0
Gm8325	0	0	0	0	-1.573962252	0	0	0	0
Adgrl2	0	0	0	0	-1.775293369	0	0	0	0
Ttc30a1	0	0	0	0	0	-0.603079409	0	0	0
2410022M11Rik	0	0	0	0	0	-0.648075567	0	0	0
Ccdc85b	0	0	0	0	0	-0.763416919	0	0	0
Snord17	0	0	0	0	0	-1.141255077	0	0	0
4931406C07Rik	0	0	0	0	0	0	-0.585821624	0	0
Trim30d	0	0	0	0	0	0	-0.586242211	0	0
Naip5	0	0	0	0	0	0	-0.587842452	0	0
Pde4d	0	0	0	0	0	0	-0.589304825	0	0
Dennd4a	0	0	0	0	0	0	-0.591554193	0	0
Tab3	0	0	0	0	0	0	-0.592624551	0	0
H2-T24	0	0	0	0	0	0	-0.592930835	0	0
Rdh5	0	0	0	0	0	0	-0.595487016	0	0
Herc2	0	0	0	0	0	0	-0.59583231	0	0
Tnrc18	0	0	0	0	0	0	-0.596763339	0	0
Wdr26	0	0	0	0	0	0	-0.597018809	0	0
Magi3	0	0	0	0	0	0	-0.598876993	0	0
Tut7	0	0	0	0	0	0	-0.599827217	0	0
4833407H14Rik	0	0	0	0	0	0	-0.602662763	0	0
Gna11	0	0	0	0	0	0	-0.602842286	0	0
Atxn7l1	0	0	0	0	0	0	-0.604339557	0	0
Zfyve26	0	0	0	0	0	0	-0.605531654	0	0
Usp32	0	0	0	0	0	0	-0.615906911	0	0
Pik3r5	0	0	0	0	0	0	-0.616498346	0	0
Tm4sf1	0	0	0	0	0	0	-0.616929532	0	0
Pde3b	0	0	0	0	0	0	-0.6183626	0	0
Il18rap	0	0	0	0	0	0	-0.619784022	0	0
Rasa1	0	0	0	0	0	0	-0.621474733	0	0
Rb1cc1	0	0	0	0	0	0	-0.624672933	0	0
Rfx2	0	0	0	0	0	0	-0.625022132	0	0
Zfp408	0	0	0	0	0	0	-0.625620153	0	0
AC132455.2	0	0	0	0	0	0	-0.626589298	0	0
Notch1	0	0	0	0	0	0	-0.626600144	0	0
Alas1	0	0	0	0	0	0	-0.629338196	0	0
Nt5e	0	0	0	0	0	0	-0.631484499	0	0
Vipr1	0	0	0	0	0	0	-0.633138862	0	0
Klrb1f	0	0	0	0	0	0	-0.637528484	0	0
Tbc1d2b	0	0	0	0	0	0	-0.639269762	0	0
Tstd3	0	0	0	0	0	0	-0.640588396	0	0
Srgap3	0	0	0	0	0	0	-0.641946324	0	0
Vps13d	0	0	0	0	0	0	-0.642447138	0	0
St6galnac3	0	0	0	0	0	0	-0.645045793	0	0
Tbcel	0	0	0	0	0	0	-0.646118579	0	0
Dgkq	0	0	0	0	0	0	-0.646264616	0	0
Cdk16	0	0	0	0	0	0	-0.649360216	0	0
Ankrd49	0	0	0	0	0	0	-0.650290207	0	0
Cep70	0	0	0	0	0	0	-0.653391433	0	0
Pggt1b	0	0	0	0	0	0	-0.654266755	0	0
Utrn	0	0	0	0	0	0	-0.654976603	0	0
Pfkfb2	0	0	0	0	0	0	-0.656227327	0	0
Herc1	0	0	0	0	0	0	-0.661884419	0	0
Mctp2	0	0	0	0	0	0	-0.663663852	0	0
Tex2	0	0	0	0	0	0	-0.66469798	0	0
2700097O09Rik	0	0	0	0	0	0	-0.6649264	0	0
Plcb3	0	0	0	0	0	0	-0.665277763	0	0
Atp10d	0	0	0	0	0	0	-0.670623964	0	0
Lcor	0	0	0	0	0	0	-0.68379433	0	0
Rdh12	0	0	0	0	0	0	-0.684172792	0	0
Rnasel	0	0	0	0	0	0	-0.688980135	0	0
Dnajb6	0	0	0	0	0	0	-0.695444522	0	0
Arap3	0	0	0	0	0	0	-0.698741021	0	0
Irf7	0	0	0	0	0	0	-0.700806385	0	0
Mthfd2	0	0	0	0	0	0	-0.704531678	0	0
Cpeb2	0	0	0	0	0	0	-0.706016204	0	0
Usp18	0	0	0	0	0	0	-0.709208465	0	0
Yod1	0	0	0	0	0	0	-0.714652977	0	0
Slc16a10	0	0	0	0	0	0	-0.747260561	0	0
Abcg2	0	0	0	0	0	0	-0.755134123	0	0
Meis1	0	0	0	0	0	0	-0.756236565	0	0
Brpf3	0	0	0	0	0	0	-0.75954014	0	0
Fbxo31	0	0	0	0	0	0	-0.762613739	0	0
Dock5	0	0	0	0	0	0	-0.768276079	0	0
Gpcpd1	0	0	0	0	0	0	-0.771705823	0	0
Nr1h3	0	0	0	0	0	0	-0.77299734	0	0
Map4k5	0	0	0	0	0	0	-0.778773635	0	0
Serinc1	0	0	0	0	0	0	-0.782686359	0	0
Rnf125	0	0	0	0	0	0	-0.788579006	0	0
Azin1	0	0	0	0	0	0	-0.795113178	0	0
4932438A13Rik	0	0	0	0	0	0	-0.805853068	0	0
AW011738	0	0	0	0	0	0	-0.811220431	0	0
Plekha6	0	0	0	0	0	0	-0.812716162	0	0
Mapk13	0	0	0	0	0	0	-0.816748164	0	0
Plscr1	0	0	0	0	0	0	-0.824611184	0	0
Kif23	0	0	0	0	0	0	-0.830278973	0	0
Fbxo30	0	0	0	0	0	0	-0.839468673	0	0
Wwtr1	0	0	0	0	0	0	-0.84099876	0	0
Ankrd33b	0	0	0	0	0	0	-0.845073586	0	0
Cd63	0	0	0	0	0	0	-0.862314926	0	0
Dgat1	0	0	0	0	0	0	-0.870784704	0	0
Hectd4	0	0	0	0	0	0	-0.871103802	0	0
Anxa4	0	0	0	0	0	0	-0.886280791	0	0
Cnnm2	0	0	0	0	0	0	-0.886562078	0	0
Cul4a	0	0	0	0	0	0	-0.887446232	0	0
Spp1	0	0	0	0	0	0	-0.894869563	0	0
Luzp1	0	0	0	0	0	0	-0.903821123	0	0
Gm15832	0	0	0	0	0	0	-0.914795086	0	0
Nlrp12	0	0	0	0	0	0	-0.939330147	0	0
Cdk5rap1	0	0	0	0	0	0	-0.957962846	0	0
Gzmb	0	0	0	0	0	0	-0.959055412	0	0
Alas2	0	0	0	0	0	0	-0.969314679	0	0
Xpo7	0	0	0	0	0	0	-0.976580292	0	0
Csf2rb2	0	0	0	0	0	0	-0.977801166	0	0
Tcp11l1	0	0	0	0	0	0	-0.979309512	0	0
Slc35g1	0	0	0	0	0	0	-0.9818476	0	0
Fbxo5	0	0	0	0	0	0	-0.996808299	0	0
Gstt1	0	0	0	0	0	0	-0.998735647	0	0
Arg2	0	0	0	0	0	0	-0.999744307	0	0
Oas3	0	0	0	0	0	0	-1.014239047	0	0
Tjp1	0	0	0	0	0	0	-1.020837621	0	0
Gm8615	0	0	0	0	0	0	-1.063709757	0	0
Slc26a6	0	0	0	0	0	0	-1.11458026	0	0
Nacad	0	0	0	0	0	0	-1.126025967	0	0
Abcb1a	0	0	0	0	0	0	-1.142870575	0	0
Mxd1	0	0	0	0	0	0	-1.176470346	0	0
Nfkbiz	0	0	0	0	0	0	-1.180895995	0	0
Atp9a	0	0	0	0	0	0	-1.187410003	0	0
Dst	0	0	0	0	0	0	-1.219960493	0	0
Emp1	0	0	0	0	0	0	-1.231386217	0	0
Gda	0	0	0	0	0	0	-1.256120577	0	0
Erbb3	0	0	0	0	0	0	-1.288287766	0	0
Klf5	0	0	0	0	0	0	-1.297910202	0	0
Asah2	0	0	0	0	0	0	-1.309496113	0	0
Atp2b4	0	0	0	0	0	0	-1.319755556	0	0
Tmc4	0	0	0	0	0	0	-1.32843409	0	0
Dhrs9	0	0	0	0	0	0	-1.37051986	0	0
Cdh17	0	0	0	0	0	0	-1.404427919	0	0
Cdh1	0	0	0	0	0	0	-1.428065291	0	0
Myo1d	0	0	0	0	0	0	-1.473539739	0	0
Mical2	0	0	0	0	0	0	-1.499769587	0	0
Clcn2	0	0	0	0	0	0	-1.543873907	0	0
Olfm4	0	0	0	0	0	0	-1.60138904	0	0
Cldn15	0	0	0	0	0	0	-1.730207853	0	0
Epcam	0	0	0	0	0	0	-1.781630501	0	0
Xpnpep2	0	0	0	0	0	0	-1.88646965	0	0
Ptprf	0	0	0	0	0	0	-1.995716115	0	0
Reg3b	0	0	0	0	0	0	-2.097122063	0	0
Cps1	0	0	0	0	0	0	-2.427229366	0	0
Maoa	0	0	0	0	0	0	-2.497484268	0	0
Apol10c-ps	0	0	0	0	0	0	-2.537658893	0	0
Clca4b	0	0	0	0	0	0	-2.583734058	0	0
Ces2e	0	0	0	0	0	0	-2.62863965	0	0
Mttp	0	0	0	0	0	0	-2.634134503	0	0
Clec2h	0	0	0	0	0	0	-2.655994383	0	0
Aoc1	0	0	0	0	0	0	-2.671006596	0	0
Sis	0	0	0	0	0	0	-2.675185265	0	0
Myo1a	0	0	0	0	0	0	-2.680637505	0	0
Krt8	0	0	0	0	0	0	-2.691506422	0	0
Cdhr5	0	0	0	0	0	0	-2.752588095	0	0
Enpep	0	0	0	0	0	0	-2.780634978	0	0
Naaladl1	0	0	0	0	0	0	-2.793906813	0	0
Cdhr2	0	0	0	0	0	0	-2.819698549	0	0
Clca1	0	0	0	0	0	0	-2.870409391	0	0
Vil1	0	0	0	0	0	0	-2.878733959	0	0
Anpep	0	0	0	0	0	0	-2.927435209	0	0
Slc5a1	0	0	0	0	0	0	-2.950102016	0	0
Fcgbp	0	0	0	0	0	0	-2.952201036	0	0
Fabp6	0	0	0	0	0	0	-2.957322711	0	0
Krt20	0	0	0	0	0	0	-2.986441817	0	0
Zg16	0	0	0	0	0	0	-3.045839559	0	0
Apoa1	0	0	0	0	0	0	-3.058840967	0	0
Mep1b	0	0	0	0	0	0	-3.162881216	0	0
Calhm6	0	0	0	0	0	0	0	-0.587211378	0
Atp5j	0	0	0	0	0	0	0	-0.587443105	0
Mtln	0	0	0	0	0	0	0	-0.58808171	0
Mrpl57	0	0	0	0	0	0	0	-0.591227721	0
Mrps28	0	0	0	0	0	0	0	-0.592895959	0
1600002K03Rik	0	0	0	0	0	0	0	-0.59370995	0
Tusc3	0	0	0	0	0	0	0	-0.594072672	0
Ap4s1	0	0	0	0	0	0	0	-0.595011633	0
Lage3	0	0	0	0	0	0	0	-0.595258191	0
Rpl10	0	0	0	0	0	0	0	-0.596667745	0
Tbcc	0	0	0	0	0	0	0	-0.59778077	0
Cbfb	0	0	0	0	0	0	0	-0.598238756	0
Ndufa7	0	0	0	0	0	0	0	-0.598649104	0
Trim59	0	0	0	0	0	0	0	-0.598795484	0
Rps2	0	0	0	0	0	0	0	-0.60010065	0
Rbm12	0	0	0	0	0	0	0	-0.600802136	0
Fam174a	0	0	0	0	0	0	0	-0.601284666	0
Snrpd2	0	0	0	0	0	0	0	-0.601558228	0
Tmed7	0	0	0	0	0	0	0	-0.601834589	0
Vapa	0	0	0	0	0	0	0	-0.60469852	0
Atp5g2	0	0	0	0	0	0	0	-0.605186257	0
Snhg3	0	0	0	0	0	0	0	-0.607757166	0
Cox8a	0	0	0	0	0	0	0	-0.608036218	0
Psma3	0	0	0	0	0	0	0	-0.608116535	0
Eid1	0	0	0	0	0	0	0	-0.60835567	0
Psmb3	0	0	0	0	0	0	0	-0.60963814	0
Scoc	0	0	0	0	0	0	0	-0.610488248	0
D1Ertd622e	0	0	0	0	0	0	0	-0.610784545	0
Trbv3	0	0	0	0	0	0	0	-0.612586053	0
Cks2	0	0	0	0	0	0	0	-0.612694725	0
Smim7	0	0	0	0	0	0	0	-0.612920179	0
Rex1bd	0	0	0	0	0	0	0	-0.614027889	0
Polr2k	0	0	0	0	0	0	0	-0.6148294	0
Psme2	0	0	0	0	0	0	0	-0.616653013	0
Atp5s	0	0	0	0	0	0	0	-0.617403574	0
Timm10	0	0	0	0	0	0	0	-0.618710612	0
Cstb	0	0	0	0	0	0	0	-0.619377231	0
Med28	0	0	0	0	0	0	0	-0.620275153	0
Ndufb6	0	0	0	0	0	0	0	-0.622127617	0
Naa38	0	0	0	0	0	0	0	-0.622128019	0
Ormdl1	0	0	0	0	0	0	0	-0.622448178	0
Zfp771	0	0	0	0	0	0	0	-0.624012936	0
Lyrm4	0	0	0	0	0	0	0	-0.627215476	0
Slc25a5	0	0	0	0	0	0	0	-0.628554654	0
Smim27	0	0	0	0	0	0	0	-0.629537431	0
Ovca2	0	0	0	0	0	0	0	-0.630696278	0
Inafm1	0	0	0	0	0	0	0	-0.631144675	0
Med31	0	0	0	0	0	0	0	-0.632893075	0
2410015M20Rik	0	0	0	0	0	0	0	-0.635702911	0
Gm28529	0	0	0	0	0	0	0	-0.63570512	0
Cox19	0	0	0	0	0	0	0	-0.63718187	0
Lsm5	0	0	0	0	0	0	0	-0.638776987	0
Rpl13	0	0	0	0	0	0	0	-0.640393666	0
Cisd1	0	0	0	0	0	0	0	-0.642886031	0
Atxn7l3b	0	0	0	0	0	0	0	-0.644320611	0
Tmem242	0	0	0	0	0	0	0	-0.645644782	0
Eloc	0	0	0	0	0	0	0	-0.646185945	0
Romo1	0	0	0	0	0	0	0	-0.646594026	0
Gpbp1	0	0	0	0	0	0	0	-0.647485632	0
Nanos1	0	0	0	0	0	0	0	-0.648394463	0
Anp32e	0	0	0	0	0	0	0	-0.648872308	0
Psmb4	0	0	0	0	0	0	0	-0.652724059	0
Bcl2a1d	0	0	0	0	0	0	0	-0.653159307	0
Fam110a	0	0	0	0	0	0	0	-0.653442108	0
Ppp3r1	0	0	0	0	0	0	0	-0.655729486	0
Slc25a33	0	0	0	0	0	0	0	-0.656680862	0
Tomm22	0	0	0	0	0	0	0	-0.657519458	0
Snhg8	0	0	0	0	0	0	0	-0.658052155	0
Atp5j2	0	0	0	0	0	0	0	-0.659016117	0
Trp53rka	0	0	0	0	0	0	0	-0.659060274	0
Gm9625	0	0	0	0	0	0	0	-0.659165326	0
Gpr171	0	0	0	0	0	0	0	-0.66152423	0
Gadd45b	0	0	0	0	0	0	0	-0.66688709	0
Shld1	0	0	0	0	0	0	0	-0.668186772	0
Gstcd	0	0	0	0	0	0	0	-0.668608642	0
Mrps14	0	0	0	0	0	0	0	-0.669452502	0
Arl6ip1	0	0	0	0	0	0	0	-0.671053135	0
Lysmd2	0	0	0	0	0	0	0	-0.671087184	0
Otud1	0	0	0	0	0	0	0	-0.671891501	0
2310009B15Rik	0	0	0	0	0	0	0	-0.674187751	0
Gm11808	0	0	0	0	0	0	0	-0.675512738	0
Dusp28	0	0	0	0	0	0	0	-0.680323429	0
Bola2	0	0	0	0	0	0	0	-0.683549154	0
Purb	0	0	0	0	0	0	0	-0.68957651	0
Dpysl2	0	0	0	0	0	0	0	-0.690850913	0
Ndfip1	0	0	0	0	0	0	0	-0.691833961	0
Pcbd2	0	0	0	0	0	0	0	-0.692675955	0
Ptges3	0	0	0	0	0	0	0	-0.695081293	0
Uqcrq	0	0	0	0	0	0	0	-0.696731927	0
Hint1	0	0	0	0	0	0	0	-0.697770524	0
Naf1	0	0	0	0	0	0	0	-0.698185894	0
Napepld	0	0	0	0	0	0	0	-0.6997909	0
Tpt1-ps6	0	0	0	0	0	0	0	-0.70062839	0
Sar1b	0	0	0	0	0	0	0	-0.701912445	0
Gm20033	0	0	0	0	0	0	0	-0.704125279	0
Pim1	0	0	0	0	0	0	0	-0.707324845	0
C330018D20Rik	0	0	0	0	0	0	0	-0.70938043	0
Adora2b	0	0	0	0	0	0	0	-0.712226422	0
Ube2e1	0	0	0	0	0	0	0	-0.712641654	0
Atp5g3	0	0	0	0	0	0	0	-0.713861419	0
Btf3	0	0	0	0	0	0	0	-0.71394328	0
Tmem263	0	0	0	0	0	0	0	-0.715511959	0
Sdhc	0	0	0	0	0	0	0	-0.715531288	0
C1d	0	0	0	0	0	0	0	-0.716885441	0
Ifi27l2a	0	0	0	0	0	0	0	-0.717317714	0
Rmi2	0	0	0	0	0	0	0	-0.720627378	0
3110009E18Rik	0	0	0	0	0	0	0	-0.722707434	0
Mrpl14	0	0	0	0	0	0	0	-0.728729327	0
Prdx1	0	0	0	0	0	0	0	-0.73288505	0
Particl	0	0	0	0	0	0	0	-0.733673883	0
Gm7331	0	0	0	0	0	0	0	-0.733903678	0
Ciao2a	0	0	0	0	0	0	0	-0.734823664	0
Gm6421	0	0	0	0	0	0	0	-0.736978926	0
Pigp	0	0	0	0	0	0	0	-0.738978946	0
Crls1	0	0	0	0	0	0	0	-0.739564111	0
Zfp593	0	0	0	0	0	0	0	-0.740158973	0
Bloc1s3	0	0	0	0	0	0	0	-0.741749165	0
Rangrf	0	0	0	0	0	0	0	-0.74542674	0
Minos1	0	0	0	0	0	0	0	-0.745536313	0
Rfxap	0	0	0	0	0	0	0	-0.746169354	0
Prorsd1	0	0	0	0	0	0	0	-0.747165719	0
Cript	0	0	0	0	0	0	0	-0.747310349	0
Tmem70	0	0	0	0	0	0	0	-0.747553982	0
0610012G03Rik	0	0	0	0	0	0	0	-0.750870222	0
Tma7	0	0	0	0	0	0	0	-0.754488897	0
1810026B05Rik	0	0	0	0	0	0	0	-0.754520501	0
Apoo	0	0	0	0	0	0	0	-0.756911863	0
Tomm20	0	0	0	0	0	0	0	-0.766141814	0
Cox6c	0	0	0	0	0	0	0	-0.766422013	0
Gm6988	0	0	0	0	0	0	0	-0.769641713	0
Ptges3-ps	0	0	0	0	0	0	0	-0.770169036	0
Zbtb6	0	0	0	0	0	0	0	-0.773573521	0
AA414768	0	0	0	0	0	0	0	-0.774780876	0
Chchd2	0	0	0	0	0	0	0	-0.779536838	0
Gm10642	0	0	0	0	0	0	0	-0.785722844	0
Fam241a	0	0	0	0	0	0	0	-0.788517112	0
Sec61b	0	0	0	0	0	0	0	-0.788673987	0
Lrrc8a	0	0	0	0	0	0	0	-0.792928583	0
Rps23-ps2	0	0	0	0	0	0	0	-0.793588386	0
Tbca	0	0	0	0	0	0	0	-0.796142478	0
F8a	0	0	0	0	0	0	0	-0.799898704	0
Usmg5	0	0	0	0	0	0	0	-0.801112465	0
Ccdc71l	0	0	0	0	0	0	0	-0.805238247	0
Uqcrfs1	0	0	0	0	0	0	0	-0.808763808	0
Rab5if	0	0	0	0	0	0	0	-0.810562397	0
Tmem160	0	0	0	0	0	0	0	-0.818158699	0
Plekhf2	0	0	0	0	0	0	0	-0.821794025	0
Krtcap2	0	0	0	0	0	0	0	-0.828294325	0
Gm17823	0	0	0	0	0	0	0	-0.832263331	0
Atp5mpl	0	0	0	0	0	0	0	-0.834248502	0
Abhd17b	0	0	0	0	0	0	0	-0.8348496	0
Fbl	0	0	0	0	0	0	0	-0.839688391	0
Psmg2	0	0	0	0	0	0	0	-0.847438595	0
Platr17	0	0	0	0	0	0	0	-0.848533408	0
Fancf	0	0	0	0	0	0	0	-0.849986909	0
Sptssa	0	0	0	0	0	0	0	-0.854815741	0
Akap1	0	0	0	0	0	0	0	-0.85604353	0
Fdx1	0	0	0	0	0	0	0	-0.859063012	0
Gm11707	0	0	0	0	0	0	0	-0.864576978	0
Cmc4	0	0	0	0	0	0	0	-0.869507054	0
Etohd2	0	0	0	0	0	0	0	-0.87177677	0
Med30	0	0	0	0	0	0	0	-0.87475467	0
Ndufaf8	0	0	0	0	0	0	0	-0.882632333	0
Smim26	0	0	0	0	0	0	0	-0.886759498	0
Pnp	0	0	0	0	0	0	0	-0.887030062	0
1110065P20Rik	0	0	0	0	0	0	0	-0.887935807	0
Ndufb1-ps	0	0	0	0	0	0	0	-0.88940505	0
Gm11942	0	0	0	0	0	0	0	-0.896376867	0
Nop10	0	0	0	0	0	0	0	-0.910655205	0
Mrps24	0	0	0	0	0	0	0	-0.912654526	0
Selenoh	0	0	0	0	0	0	0	-0.918196137	0
H2afj	0	0	0	0	0	0	0	-0.918662874	0
Gm17619	0	0	0	0	0	0	0	-0.919322935	0
Emc6	0	0	0	0	0	0	0	-0.925290955	0
Snrpg	0	0	0	0	0	0	0	-0.946300546	0
Dynll2	0	0	0	0	0	0	0	-0.9463854	0
Bloc1s4	0	0	0	0	0	0	0	-0.953949201	0
Sdhaf4	0	0	0	0	0	0	0	-0.96116048	0
Gt(ROSA)26Sor	0	0	0	0	0	0	0	-0.969476195	0
Hnrnpa0	0	0	0	0	0	0	0	-0.972140312	0
Tmem238	0	0	0	0	0	0	0	-0.983193203	0
Gm6807	0	0	0	0	0	0	0	-0.989335519	0
Gm10221	0	0	0	0	0	0	0	-0.990828282	0
Magohb	0	0	0	0	0	0	0	-0.996374314	0
Hist1h2ae	0	0	0	0	0	0	0	-1.012269595	0
Hbb-bt	0	0	0	0	0	0	0	-1.017372143	0
Gm15417	0	0	0	0	0	0	0	-1.02159531	0
Gm36738	0	0	0	0	0	0	0	-1.030097567	0
Cav2	0	0	0	0	0	0	0	-1.033554754	0
Gm20219	0	0	0	0	0	0	0	-1.039557785	0
Gm33782	0	0	0	0	0	0	0	-1.049236872	0
Dynll1	0	0	0	0	0	0	0	-1.06067987	0
B3gnt2	0	0	0	0	0	0	0	-1.063361167	0
mt-Tp	0	0	0	0	0	0	0	-1.067969541	0
Atp5e	0	0	0	0	0	0	0	-1.08264438	0
Cenpw	0	0	0	0	0	0	0	-1.105250533	0
Gm5805	0	0	0	0	0	0	0	-1.118205367	0
Gm6900	0	0	0	0	0	0	0	-1.125563284	0
Cops9	0	0	0	0	0	0	0	-1.131584184	0
Bri3	0	0	0	0	0	0	0	-1.133381388	0
Hint2	0	0	0	0	0	0	0	-1.154809449	0
Ppp1r35	0	0	0	0	0	0	0	-1.159157043	0
Rps4x-ps	0	0	0	0	0	0	0	-1.186555035	0
Gm15772	0	0	0	0	0	0	0	-1.282487589	0
Rpl39	0	0	0	0	0	0	0	-1.303172555	0
Mast1	0	0	0	0	0	0	0	-1.420212859	0
Mblac1	0	0	0	0	0	0	0	-1.529872585	0
Gm11423	0	0	0	0	0	0	0	-1.60265795	0
Gm13822	0	0	0	0	0	0	0	-2.247408128	0
Arhgdib	0	0	0	0	0	0	0	0	-0.585779881
Stat3	0	0	0	0	0	0	0	0	-0.587619347
Ldlrap1	0	0	0	0	0	0	0	0	-0.590204279
C030006K11Rik	0	0	0	0	0	0	0	0	-0.591812206
Tmem109	0	0	0	0	0	0	0	0	-0.596227339
Ubox5	0	0	0	0	0	0	0	0	-0.597157616
Wdr1	0	0	0	0	0	0	0	0	-0.599171715
Ankrd13a	0	0	0	0	0	0	0	0	-0.600567689
Zeb2os	0	0	0	0	0	0	0	0	-0.602671271
Pik3r2	0	0	0	0	0	0	0	0	-0.602846578
Ckap4	0	0	0	0	0	0	0	0	-0.604878521
Cnpy3	0	0	0	0	0	0	0	0	-0.60645248
Cmtm6	0	0	0	0	0	0	0	0	-0.607540309
Ap2a2	0	0	0	0	0	0	0	0	-0.607882322
Stim1	0	0	0	0	0	0	0	0	-0.610683568
Pak4	0	0	0	0	0	0	0	0	-0.611095603
Wdtc1	0	0	0	0	0	0	0	0	-0.612063348
Crlf2	0	0	0	0	0	0	0	0	-0.61511395
S100a1	0	0	0	0	0	0	0	0	-0.615249546
Cenpb	0	0	0	0	0	0	0	0	-0.616687651
Arpc2	0	0	0	0	0	0	0	0	-0.617215868
Mbnl2	0	0	0	0	0	0	0	0	-0.617269078
Rara	0	0	0	0	0	0	0	0	-0.617864398
Rac2	0	0	0	0	0	0	0	0	-0.617964368
Hdac5	0	0	0	0	0	0	0	0	-0.618292965
Hgsnat	0	0	0	0	0	0	0	0	-0.618307359
Bak1	0	0	0	0	0	0	0	0	-0.618991331
Rtn4	0	0	0	0	0	0	0	0	-0.619933551
Txnl4b	0	0	0	0	0	0	0	0	-0.621613424
Was	0	0	0	0	0	0	0	0	-0.622779684
Pgghg	0	0	0	0	0	0	0	0	-0.623459607
